2,ы╕Фыжмьг╜ъ╕░,0.00,665.53,30291.5
2,эМбэЮИэМбэЮИ,0.00,616.88,
2,ьЛЬъ│╡ъ░ДьЧмэЦЙьЮР,0.00,685.33,31073.1
2,ы▓Дъ╖╕ьаДьВм,0.00,659.50,18632.2
2,ы╕ФыжмыУЬыги,0.00,642.33,21114.4
2,эЩНь░иьДЬы▓ИэК╕,0.00,694.94,44205.9
2,эФДыаИьЭ┤ызИьЭ┤ьЦ┤,0.00,655.31,
2,ьКмэФИыаИьЭ┤эФ╝ьЧШ,0.00,686.00,20171.0
2,эЮИыбЬьД╕ьХДэВд,0.00,665.33,17405.7
2,ьг╜ъ╕░ъ╜ГьИЬьЭ┤,0.00,651.00,19558.5
2,ьД▒ъ╕░ьВмъ╜ГьИЬьЭ┤,0.00,688.13,
2,эОаыжмы▓ДэБм,0.00,700.80,36818.9
1,ьГдьЭ╕,0.00,685.07,39125.1
2,ъ╣Аы│╡ъ╕╕,0.00,420.87,
1,ь╜Фыж░,0.00,685.00,36300.3
1,ьГиэВд,0.00,690.38,41034.5
1,ьФиэБм,0.00,684.69,31110.7
2,Durendal,0.00,655.88,21434.7
2,Duskbreaker,0.00,660.38,21528.8
1,ьа▒эВи,0.00,675.13,29855.3
1,Jenkin,0.00,696.07,38573.8
1,ьЮмэБм,0.00,675.31,27168.0
2,эМбэЮИэМбьЭ┤,0.00,648.88,
2,ьИШьХ╝эЭСызИ,0.00,660.38,24044.8
1,ьзДьЦ╕ьЭШым┤ыЕА,0.00,682.40,19515.7
2,ызЫьЮИыКФьЭ╕ыФФьЦ╕ы░е,0.00,680.13,32503.5
2,ьГЭыкЕьЭШыЕ╕ыЮШ,0.00,475.07,10134.1
2,ьИШьХ╝ьВмьаЬ,0.00,672.73,
2,ьИШьХ╝ы▓ХьВм,0.00,668.87,31009.5
2,ьХДьЭ┤ьКмыжм,0.00,523.33,
1,ы╢Иъ░Аъ░ХьХ╝,0.00,691.00,22944.3
2,ъ╖╝ьЛЭьЭ┤,0.00,623.40,
2,эЭСызИьб░ъ╡Р,0.00,609.07,
2,ы┤Йь╣┤,0.00,404.06,9797.7
2,ыНЬызРыж░ы╣╡,0.00,663.07,
2,ы╢ДыЗиьГЭьВ░ъ│╡ьЮе,0.00,636.13,18927.5
2,Grafvitnir,0.00,653.94,
2,ьЖМыбЬьЭ┤ыДи,0.00,660.75,
2,ызИь╕аьХ╝,0.00,325.94,
2,ы╢Иъ░АыКеьЭАьЭМыФ░,0.00,667.88,26675.6
2,ьИШьХ╝ьИаьВм,0.00,679.88,27748.8
2,ьИШьХ╝ьг╜ъ╕░,0.00,672.73,29986.6
2,ьИШьХ╝ыУЬыги,0.00,681.00,
2,ызРыж░ы╣╡,0.00,602.19,16775.9
2,Ninecircle,0.00,636.19,19410.1
